count	tag	chosen	via	mt_rendering	candidates (wording|back-translation|f1|src)	flag
167	towel	毛巾	kb_verified	毛巾	毛巾|Towel|1.0|kb	
165	parent and child	母子	mt_unverified	母子	母子|Mother and child|0.5|mt ; 父母和孩子|Parents and children|0.5|kbmt	NO_PACK
165	eyewear on head	眼镜别在头上	kb	头戴眼镜	眼镜别在头上|Hang the glasses on your head|0.333|kb ; 头戴眼镜|Wearing glasses|0.0|kbmt ; 头戴墨镜|Wearing sunglasses|0.0|kbmt	
165	curvy	曲线优美	mt_unverified	曲线优美	展现魅力的姿势|Poses that showcase charm|0.0|kb ; 魔鬼身材|Devilish figure|0.0|wiki ; 女神的女体|The goddess's nude body|0.0|wiki ; 曲线优美|The curve is beautiful|0.0|mt ; 曲线美的性感的|Sensual curves beauty|0.0|kbmt	DEVIATES_FROM_PACK
164	white pantyhose	白色连裤袜	kb_verified	白色连裤袜	白色连裤袜|White pantyhose|1.0|kb ; 白丝|white stockings|0.5|wiki	
164	naughty face	下流的表情	kb	调皮脸庞	调皮脸|Naughty face|1.0|wiki ; 调皮脸庞|Naughty face|1.0|mt ; 调皮的微笑|Naughty smile|0.5|kbmt ; 下流的表情|Vile expression|0.0|kb	PACK_UNVERIFIED_RIVAL
164	happy sex	幸福的做爱	kb_verified	愉快的性爱	幸福的做爱|Happy sex|1.0|kb ; 快乐的性爱|Happy sex|1.0|kbmt ; 愉快的性爱|Happy sex|1.0|mt ; 快乐做爱|Have fun having sex|0.333|kb	
163	table	桌子	kb_verified	桌子	桌子|table|1.0|kb	
163	heterochromia	异色瞳	kb_verified	异色瞳	异色瞳|Heterochromia|1.0|kb ; 异瞳|Heterochromia|1.0|wiki ; 虹膜异色|Heterochromia iridis|0.667|kb ; 奇怪的眼睛|Strange eyes|0.0|kbmt	
162	ocean	大海	kb_verified	海洋	大海|the ocean|1.0|kb ; 海洋|Ocean|1.0|mt ; 海|sea|0.0|kb ; 海水浴|Sea bathing|0.0|wiki	
162	blue nails	蓝色指甲	kb_verified	蓝色指甲	蓝色指甲|Blue nails|1.0|kb	
162	black sleeves	黑色袖子	kb_verified	黑色袖子	黑色袖子|Black sleeves|1.0|kb	
161	sunglasses	墨镜	kb_verified	太阳镜	墨镜|Sunglasses|1.0|kb ; 太阳镜|Sunglasses|1.0|kb ; 色调|Tone|0.0|kbmt	
161	beret	贝雷帽	kb_verified	贝雷帽	贝雷帽|Beret|1.0|kb	
160	foursome	群P	kb	四人组	群P|Group P|0.0|kb ; 四人组|Quartet|0.0|mt	
160	butt crack	股沟	kb	肛门缝	屁股裂缝|Butt crack|1.0|kbmt ; 股沟|groin|0.0|kb ; 后乳沟|Retrogluteal groove|0.0|kbmt ; 肛门缝|Anal suture|0.0|mt	PACK_UNVERIFIED_RIVAL
160	black footwear	黑色的鞋	kb_verified	黑色鞋履	黑色的鞋|Black shoes|0.5|kb ; 黑色鞋履|Black shoes|0.5|mt ; 黑色靴子黑色鞋子|Black boots Black shoes|0.4|kbmt	
159	french kiss	舌吻	kb_verified	法式接吻	法式接吻|French kiss|1.0|mt ; 舌吻|tongue kiss|0.5|kb	
159	folded	抬腿露阴	kb	折叠状	折叠|Fold|1.0|kbmt ; 折叠状|folded shape|0.667|mt ; 抬腿露阴|Lift the leg to reveal the genitals|0.0|kb ; 屈曲位|Flexed position|0.0|wiki	PACK_UNVERIFIED_RIVAL
159	expressionless	无表情的	kb_verified	面无表情	无表情的|Expressionless|1.0|kb ; 无表情|Expressionless|1.0|wiki ; 面无表情|Expressionless|1.0|mt ; 无口|Speechless|0.0|kb ; 无感情的中性表达|Emotionless neutral expression|0.0|kbmt	
157	presenting	展示	mt_unverified	展示	(性诱惑)展示|(Sexual temptation) display|0.0|kb ; 身体展示|Body display|0.0|wiki ; 展示|Display|0.0|mt ; 性邀请|Sexual invitation|0.0|kbmt	DEVIATES_FROM_PACK
157	depth of field	景深(画法)	kb_verified	景深	景深|Depth of field|1.0|mt ; 景深(画法)|Depth of field (painting technique)|0.667|kb ; 虚化背景|Blurred background|0.0|wiki ; 虚化前景|Blur the foreground|0.0|wiki ; 焦点模糊|Blurry focus|0.0|kbmt	
156	unworn panties	没穿的胖次	wiki_verified	未穿过的内裤	没穿的胖次|Unworn panties|1.0|wiki ; 脱下的胖次|The removed panties|0.5|wiki ; 未穿过的内裤|Unworn underwear|0.5|mt	NO_PACK
156	rabbit tail	兔尾	kb_verified	兔尾	兔尾|Rabbit tail|1.0|kb ; 兎尾|Rabbit Tail|1.0|wiki ; 兔子尾巴|Rabbit tail|1.0|kbmt	
156	o-ring	带O型环的衣物	kb_verified	O型圈	O型圈|O-ring|1.0|kbmt ; 带O型环的衣物|Clothing with O-rings|0.8|kb	
154	teamwork (sexual)	团队性行为	mt_unverified	团队性行为	团队性行为|Group sex|0.0|mt	NO_PACK
153	light brown hair	茶色头发	kb_verified	浅棕色头发	浅棕色头发|light brown hair|1.0|mt ; 浅棕色的头发|Light brown hair|1.0|kbmt ; 茶色头发|Brown hair|0.8|kb ; 茶色髪|brown hair|0.8|wiki ; 小麦色髪|Blonde hair|0.4|wiki	
153	china dress	中国服饰	kb	旗袍	中国服饰|Chinese clothing|0.0|kb ; 长衫|long robe|0.0|wiki ; 旗袍|Qipao|0.0|kbmt ; 中国礼服|Chinese formal wear|0.0|kbmt	
153	bandaid	创可贴	kb	创可贴	创可贴|Band-aid|0.0|kb ; 创口贴|Band-aid|0.0|wiki ; 绊创膏|Band-aid|0.0|wiki	
152	v-shaped eyebrows	V字眉	wiki_verified	V形眉毛	V字眉|V-shaped eyebrows|1.0|wiki ; v型眉|V-shaped eyebrows|1.0|kbmt ; V形眉毛|V-shaped eyebrows|1.0|mt ; 眉毛皱成V形(表高傲或愤怒)|Eyebrows furrowed in a V shape (indicating arrogance or anger)|0.364|kb	DEVIATES_FROM_PACK
152	tanline	晒痕	mt_unverified	晒痕	晒痕|Sunburn marks|0.0|mt	NO_PACK
152	sheet grab	抓着床单	kb_verified	抓床单	抓住床单|Grab the sheets|1.0|wiki ; 抓着床单|Clutching the sheets|0.5|kb ; 抓床单|Grab the bedsheet|0.5|mt ; 抓板|Grabber|0.0|kbmt	
152	panties under pantyhose	过膝袜内的内裤	mt_unverified	过膝袜内的内裤	连裤袜下面的内裤|Panties under leggings|0.667|kbmt ; 连裤袜后面的内裤|Panty liner under pantyhose|0.571|kbmt ; 连裤袜里的内裤|Thong in pantyhose|0.4|wiki ; 穿在裤袜里的内裤|Underwear worn inside pantyhose|0.286|kb ; 过膝袜内的内裤|Thong inside knee-high socks|0.0|mt	DEVIATES_FROM_PACK
151	denim	牛仔布	kb_verified	牛仔布	牛仔布|Denim|1.0|kb	
151	boy on top	男上体位	kb	男生居上位	男人在上面|The man is on top|0.5|kbmt ; 男上体位|Man on top position|0.4|kb ; 男生居上位|The man is in the upper position|0.0|mt	
151	blue ribbon	蓝色丝带	kb_verified	蓝色丝带	蓝色丝带|Blue ribbon|1.0|kb ; 蓝丝带|Blue ribbon|1.0|kbmt	
151	bedroom	卧室	kb_verified	卧室	卧室|Bedroom|1.0|kb ; 寝室|bedroom|1.0|wiki	
150	no pants	没有裤子	wiki_verified	没穿裤子	没有裤子|No pants|1.0|kbmt ; 没有裙子|No skirt|0.5|kbmt ; 没穿裤子|Not wearing pants|0.4|mt ; 没穿着裤子和裙子|Not wearing pants or skirts|0.286|kb ; 没穿下衣|Not wearing underwear|0.0|wiki	DEVIATES_FROM_PACK
150	chain	锁链	kb_verified	链条	锁链|Chains|1.0|kb ; 链子|chain|1.0|wiki ; 链条|chain|1.0|mt ; 连锁店|Chain store|0.667|kbmt	
149	dildo	假屌	kb	假阳具	假阳具|Dildo|1.0|kbmt ; 假屌|fake dick|0.0|kb ; 假阴茎|penis prosthesis|0.0|kb	PACK_UNVERIFIED_RIVAL
148	t-shirt	T恤	kb_verified	T恤	T恤|T-shirt|1.0|kb ; T恤衫|T-shirt|1.0|wiki ; T恤T恤|T-shirt T-shirt|1.0|kbmt	
148	sleep molestation	睡奸	kb_verified	睡眠侵扰	睡奸|Sleep rape|0.5|kb ; 睡眠骚扰|Sleep disturbance|0.5|kbmt ; 睡眠侵扰|Sleep disruption|0.5|mt	
148	red bikini	红色比基尼	kb_verified	红色比基尼	红色比基尼|Red bikini|1.0|kb ; 红色比基尼下装|Red bikini bottom|0.8|kbmt ; 红色比基尼上装|Red bikini top|0.8|kbmt	
148	penis awe	亮“枪”	kb	阴茎惊悚图	阴茎敬畏|Penis awe|1.0|wiki ; 阴茎惊悚图|Penis horror images|0.4|mt ; 亮“枪”|Draw the gun|0.0|kb ; 公鸡休克|Rooster shock|0.0|kbmt	PACK_UNVERIFIED_RIVAL
148	holding hands	牵手	kb_verified	手牵手	牵手|Hold hands|1.0|kb ; 手牵手|Hand in hand|0.667|mt ; 手牵着手牵着别人的手|Holding hands, holding someone else's hand|0.667|kbmt	
147	knees up	顶起双膝	kb	膝盖上抬	膝盖上抬|Lift knees up|0.8|mt ; 膝盖抬起|Lift the knees|0.5|wiki ; 顶起双膝|Lift both knees|0.4|kb ; 跪下|Kneel down|0.0|kbmt	PACK_UNVERIFIED_RIVAL
147	hand on own hip	单手叉腰	wiki_verified	手搭在腰上	单手叉腰|One hand on hip|0.8|wiki ; 手搭在腰上|Hands on hips|0.4|mt ; 叉腰|Cross one's arms on the hips|0.0|wiki	NO_PACK
146	white pupils	白色瞳孔	kb_verified	白色瞳孔	白色瞳孔|White pupils|1.0|kb	
146	tree	树	kb_verified	树木	树|tree|1.0|kb ; 木|Wood|0.0|wiki ; 树木|Trees|0.0|kbmt	
146	precum	先走汁	kb	精液前体液	先走汁|Sauce first|0.0|kb ; 我慢汁|Endurance Juice|0.0|wiki ; 先走液|Pre-flow liquid|0.0|wiki ; 前液|Pre-fluid|0.0|kbmt ; 精液前体液|Pre-seminal fluid|0.0|mt	
146	highleg leotard	高筒紧身衣	mt_unverified	高筒紧身衣	高开衩的连身衣|High-slit one-piece dress|0.0|kb ; 高叉紧身衣|High Split Lycra Top|0.0|wiki ; 紧身连衣裤|Bodycon jumpsuit|0.0|kbmt ; 高筒紧身衣|High-waisted bodysuit|0.0|mt	DEVIATES_FROM_PACK
145	striped panties	条纹内裤	kb_verified	条纹内裤	条纹内裤|Striped underwear|0.5|kb ; 缟下着|Plain undergarments|0.0|wiki ; 脱内裤|Take off underwear|0.0|kbmt	
145	strap slip	衣物吊带滑落(导致走光)	kb_verified	肩带滑落	衣物吊带滑落(导致走光)|Clothing strap slips off (causing exposure)|0.5|kb ; 带子打滑|The strap is slipping|0.5|kbmt ; 肩带滑落|Strap slipped off|0.4|mt	
145	fur trim	毛皮镶边	kb_verified	毛边装饰	毛皮镶边|Fur trim|1.0|kb ; 皮草款式|Fur style|0.5|kb ; 毛皮衬里|Fur lining|0.5|kbmt ; 毛边|frayed edge|0.0|wiki ; 毛边装饰|Ripped edge decoration|0.0|mt	
145	facing viewer	面向镜头	kb_verified	面朝观众	面向镜头|Facing the camera|0.5|kb ; 面朝观众|Facing the audience|0.5|mt ; 面对观众|Facing the audience|0.5|kbmt	
145	blue bikini	蓝色比基尼	kb_verified	蓝色比基尼	蓝色比基尼|Blue bikini|1.0|kb ; 蓝色比基尼下装|Blue bikini bottom|0.8|kbmt ; 蓝色比基尼上装|Blue bikini top|0.8|kbmt	
144	skin fang	皮齿	mt_unverified	皮齿	肉牙|Fang teeth|0.5|kbmt ; 把嘴的一部分画成虎牙状|Draw part of the mouth in the shape of canines.|0.0|kb ; 皮齿|pelt dent|0.0|mt	DEVIATES_FROM_PACK
144	scarf	围巾	kb_verified	围巾	围巾|Scarf|1.0|kb ; 围脖|Scarf|1.0|wiki	
144	one breast out	露出一只乳房	kb_verified	露出一侧乳房	露出一只乳房|Revealing one breast|0.5|kb ; 乳房外面|Outside the breast|0.5|kbmt ; 露出一侧乳房|Revealing one breast|0.5|mt ; 单乳露出|Single breast exposure|0.4|wiki ; 片乳|Single milk|0.0|wiki	
144	frown	皱眉	kb_verified	皱眉	皱眉|frown|1.0|kb ; 皱眉/蹙额|Frown/Scrunch one's brow|0.5|kb	
144	colored skin	有色皮肤	kb_verified	彩色皮肤	有色皮肤|Colored skin|1.0|kb ; 彩色皮肤|Colored skin|1.0|mt ; 异色肌|Heterochromic skin|0.5|wiki	
143	vibrator	跳蛋	kb	振动器	震动器|Vibrator|1.0|wiki ; 振动器|Vibrator|1.0|kbmt ; 跳蛋|Jumping Egg|0.0|kb ; 带振动的自慰器|Vibrating masturbator|0.0|kb	PACK_UNVERIFIED_RIVAL
143	mmf threesome	二男加一女	kb	三人兽交	三人兽交|Threesome sex|0.5|mt ; 调情三人行|Flirty threesome|0.5|kbmt ; 二男加一女|Two sons and one daughter|0.0|kb	
143	lactation	母乳	kb	哺乳	母乳|Breast milk|0.0|kb ; 搾乳|Milking|0.0|kb ; 喷乳|Milk spraying|0.0|kb ; 哺乳|Breastfeed|0.0|mt	
143	forehead	额头	kb_verified	额头	额头|forehead|1.0|kb ; 前额|forehead|1.0|kbmt ; 露额|Exposed forehead|0.667|wiki ; 凸|convex|0.0|wiki	
143	bottle	瓶子	kb_verified	瓶子	瓶子|bottle|1.0|kb ; 瓶|bottle|1.0|wiki	
142	wide sleeves	宽大的袖子	kb_verified	宽袖	宽袖|Wide sleeves|1.0|kbmt ; 宽大的袖子|Loose sleeves|0.5|kb ; 宽袖口|Wide cuffs|0.5|wiki	
142	single hair bun	团子头	kb	单人发髻	单发髻|Single bun|0.8|wiki ; 单人发髻|Single-person bun|0.667|mt ; 团子头|Dumpling head|0.0|kb ; 发髻发髻发髻|updo updo updo|0.0|kbmt	PACK_UNVERIFIED_RIVAL
142	grey skirt	灰色短裙	kb	灰色裙子	灰色短裙|Gray short skirt|0.4|kb ; 灰色裙子|Gray dress|0.0|kbmt	
142	furrowed brow	下眉毛	kb	紧锁的眉头	紧锁的眉头|Furrowed brows|1.0|mt ; 下眉毛|Lower eyebrow|0.0|kb ; 皱眉|frown|0.0|kbmt	PACK_UNVERIFIED_RIVAL
142	black shoes	黑鞋子	wiki_verified	黑色鞋子	黑鞋子|Black shoes|1.0|wiki ; 黑色鞋子|Black shoes|1.0|mt	NO_PACK
142	backpack	背包	kb_verified	双肩包	背包|backpack|1.0|kb ; 双肩包|Backpack|1.0|mt ; 背包旅行|Backpacking|1.0|kbmt	
141	pulling own clothes	拉扯自己的衣服	mt_verified	拉扯自己的衣服	拉扯自己的衣服|Pulling at one's own clothes|1.0|mt ; 拉下自己衣服|Pull down one's own clothes|0.857|wiki	NO_PACK
141	female ejaculation	潮吹	kb_verified	女性射精	女性射精|Female ejaculation|1.0|mt ; 潮吹|orgasmic ejaculation|0.5|kb ; 潮喷|Tidal spout|0.0|wiki ; 喷出（性）|Ejaculate (sexually)|0.0|kbmt	
140	public indecency	公开猥亵	kb_verified	公开裸露	公开猥亵|Public indecency|1.0|kb ; 公开裸露|Public nudity|0.5|mt ; 露出症|Exhibitionism|0.0|wiki ; 公共性|Publicity|0.0|kbmt	
140	pointless censoring	敷衍的打码	kb	无意义的打码	敷衍的打码|Perfunctory censorship|0.0|kb ; 无意义打码|Meaningless obfuscation|0.0|wiki ; 无意义的打码|Meaningless redaction|0.0|mt ; 毫无意义的审查|Meaningless censorship|0.0|kbmt	
140	drill hair	钻头发型	kb	扎头发	钻毛|drill hair|1.0|kbmt ; 扎头发|Hair tie|0.5|mt ; 钻头发型|Ponytail hairstyle|0.0|kb ; 钻头卷/公主卷|Bun/Princess bun|0.0|kb ; 螺旋卷发|Spiral curls|0.0|wiki	PACK_UNVERIFIED_RIVAL
140	cow print	奶牛系印花	kb_verified	奶牛图案	奶牛系印花|Cow print|1.0|kb ; 牛印|Cow print|1.0|kbmt ; 奶牛图案|Cow pattern|0.5|mt ; 牛柄|Ushigari|0.0|wiki ; 牛柄衣装|Ochikiri costume|0.0|wiki	
139	uterus	子宫	kb_verified	子宫	子宫|Uterus|1.0|kb	
139	pasties	乳贴	kb	贴纸	乳贴|Breast pad|0.0|kb ; 胸贴|chest pad|0.0|wiki ; 馅饼|pie|0.0|kbmt ; 贴纸|Sticker|0.0|mt	
139	hypnosis	催眠	kb_verified	催眠状态	催眠|Hypnosis|1.0|kb ; 催眠术|Hypnosis|1.0|kb ; 逆催眠|Reverse hypnosis|0.667|wiki ; 催眠状态|Hypnotic state|0.0|mt	
139	fox girl	狐娘	kb_verified	狐女	狐娘|Fox Girl|1.0|kb ; 狐女郎|Fox Girl|1.0|kbmt ; 狐|fox|0.667|wiki ; 狐女|Fox Woman|0.5|mt	
137	red bowtie	红领结	kb_verified	红色领结	红领结|Red bowtie|1.0|kb ; 红色领结|Red tie|0.5|kbmt	
137	covering privates	遮盖私处	mt_unverified	遮盖私处	遮挡隐私部位|Cover private parts|0.4|wiki ; 遮盖私处|Cover private parts|0.4|mt ; 隐私遮挡|Privacy shield|0.0|wiki	NO_PACK
136	sandals	凉鞋	kb_verified	凉鞋	凉鞋|Sandal|1.0|kb	
136	pelvic curtain	阴唇	mt_unverified	阴唇	旗袍类衣物的前摆|The front panel of qipao-style garments|0.0|kb ; 开衩|slit|0.0|wiki ; 前摆|Front swing|0.0|wiki ; 阴唇|labia|0.0|mt ; 胯部面纱阴部面纱腰部面纱|Thigh veil, genital veil, waist veil|0.0|kbmt	DEVIATES_FROM_PACK
135	wooden floor	木地板	kb_verified	木制地板	木地板|Wooden floor|1.0|kb ; 木质地板|Wooden floor|1.0|wiki ; 木制地板|Wooden floor|1.0|mt	
135	mouth hold	用嘴叼着	kb_verified	捂住嘴巴	用嘴叼着|Hold in the mouth|1.0|kb ; 衔着|holding in the mouth|1.0|wiki ; 嘴含住|Hold in mouth|1.0|kbmt ; 嘴里叼着|with something in the mouth|0.5|wiki ; 捂住嘴巴|Cover your mouth|0.4|mt	
135	motion blur	运动导致的模糊	kb_verified	动态模糊	运动模糊|Motion blur|1.0|kbmt ; 运动导致的模糊|Blur caused by motion|0.667|kb ; 动态模糊|Dynamic blur|0.5|mt	
135	japanese text	日文文本	mt_verified	日文文本	日文文本|Japanese text|1.0|mt	NO_PACK
134	reverse cowgirl position	背面骑乘位	kb	反向女牛仔姿势	反向女牛仔姿势|Reverse cowgirl position|1.0|mt ; 反向女牛仔|Reverse cowgirl|0.8|kbmt ; 背面骑乘位|Rear riding position|0.333|kb ; 背面骑乗位|Back riding position|0.333|wiki	PACK_UNVERIFIED_RIVAL
134	on couch	在沙发上	kb	坐在沙发上	在沙发上|On the sofa|0.0|kb ; 坐在沙发上|Sitting on the sofa|0.0|mt	
134	black pants	黑色长裤	kb_verified	黑色裤子	黑色长裤|Black pants|1.0|kb ; 黑裤子|Black pants|1.0|kbmt ; 黑色裤子|Black pants|1.0|mt	
133	cum string	拉丝的精液	kb	带绳精液	带绳精液|Semen with string|0.5|mt ; 拉丝的精液|Threaded semen|0.0|kb ; 精液拉丝|Semen stringiness|0.0|wiki ; 暨线索cumstring|And clue cumstring|0.0|kbmt	
133	butterfly hair ornament	蝴蝶发饰	kb_verified	蝴蝶发饰	蝴蝶发饰|Butterfly hair accessory|0.667|kb	
133	between breasts	乳沟里	kb	胸间	乳房之间|between the breasts|1.0|kbmt ; 乳沟里|in the cleavage|0.0|kb ; 胸部夹住|Chest clamped|0.0|wiki ; 胸间|on the chest|0.0|mt	PACK_UNVERIFIED_RIVAL
132	turtleneck	高领服饰	kb	高领衫	高领服饰|High-necked clothing|0.0|kb ; 高领毛衣|High-neck sweater|0.0|wiki ; 高领|High neck|0.0|kbmt ; 高领衫|Sweater|0.0|mt	
132	side-tie panties	侧边系带内裤	kb_verified	侧系式内裤	侧边系带内裤|Side tie panties|1.0|kb ; 侧带内裤|Side strip panties|0.667|wiki ; 侧系带内裤|Side gusseted panties|0.667|kbmt ; 侧系式内裤|Side-bonded panties|0.667|mt	
132	revealing clothes	暴露的穿着	kb_verified	暴露装	暴露的穿着|Exposed clothing|0.5|kb ; 情色服装|Erotic clothing|0.5|wiki ; 暴露衣服|Exposed clothing|0.5|kbmt ; 情趣服|Lingerie|0.0|wiki ; 暴露装|Exposing outfit|0.0|mt	
132	pink bra	粉色胸罩	kb_verified	粉色胸罩	粉色胸罩|Pink bra|1.0|kb ; 粉色文胸|Pink bra|1.0|kbmt	
132	older male and younger female	年长男性与年轻女性	mt_unverified	年长男性与年轻女性	年长男性与年轻女性|Older men and younger women|0.5|mt	NO_PACK
132	imminent vaginal	即将发生的阴道插入	mt_verified	即将发生的阴道插入	即将发生的阴道插入|Imminent vaginal insertion|0.8|mt ; 迫在眉睫的阴道|Imminent vagina|0.5|kbmt ; 正要被插入的小穴|The hole about to be inserted|0.0|kb	DEVIATES_FROM_PACK
132	condom wrapper	避孕套包装	kb_verified	避孕套包装纸	避孕套包装纸|Condom wrapper|1.0|kbmt ; 避孕套包装|Condom packaging|0.5|kb	
131	white one-piece swimsuit	白色连体泳装	kb_verified	白色连体泳装	白色连体泳装|White one-piece swimsuit|1.0|kb ; 白水着|White swimsuit|0.8|wiki ; 白色泳装|White swimsuit|0.8|kbmt	
131	surrounded by penises	被阴茎包围	mt_unverified	被阴茎包围	被阴茎包围|Surrounded by the penis|0.667|mt ; 阴茎包围|Penis encircles|0.0|wiki ; 丁丁包围网|Tintin's Net|0.0|wiki	NO_PACK
131	sitting on person	坐在人身上	kb_verified	坐在人身上	坐在人身上|Sitting on someone|0.5|kb ; 坐在别人身上|Sitting on someone else|0.4|wiki ; 坐在上面|Sit on it|0.0|kbmt	
131	pink nails	粉色指甲	kb_verified	粉色指甲	粉色指甲|Pink nails|1.0|kb ; 粉红色的指甲|Pink nails|1.0|kbmt	
131	mouth mask	口罩	kb_verified	口罩	口罩|Mask|0.667|kb	
131	kimono	和服	kb_verified	和服	和服|Kimono|1.0|kb ; 着物|Kimono|1.0|wiki	
131	jingle bell	铃铛	kb_verified	铃铛声	铃儿响叮当|Jingle bells|1.0|kbmt ; 铃铛|Bell|0.667|kb ; 猫铃铛|Cat bell|0.5|wiki ; 响铃铛|Ring the bell|0.5|wiki ; 猫铃|Cat bell|0.5|kbmt	
131	dress shirt	西服衬衫	kb_verified	衬衫	衬衫|Shirt|0.667|mt ; 西服衬衫|Suit shirt|0.5|kb ; 正装衬衫|Formal shirt|0.5|kbmt	
131	bulge	裆部隆起	kb_verified	凸起物	裆部隆起|Bulge in the crotch area|0.5|kb ; 凸|convex|0.0|kbmt ; 凸起物|protrusion|0.0|mt	
131	bandages	绷带	kb	绷带	绷带|Bandage|0.0|kb ; 包帯|Bandage|0.0|wiki ; 眼帯|Eye patch|0.0|wiki	
130	spreading own pussy	展示自己的私处	mt_unverified	展示自己的私处	掰开自己小穴|Separate one's own anus|0.333|wiki ; 扩张自己阴道|Expand my vagina|0.0|wiki ; 展示自己的私处|Show one's private parts|0.0|mt	NO_PACK
130	puffy short sleeves	蓬蓬的短袖	kb_verified	蓬松短袖	短袖|Short-sleeved|0.8|kbmt ; 蓬蓬的短袖|Puffy short-sleeve|0.667|kb ; 蓬松短袖|Puffy short-sleeve|0.667|mt	
130	fins	鱼鳍	kb	鱼鳍	鱼鳍|Fish fin|0.0|kb ; 鳍|fin|0.0|kbmt	
130	extra ears	四只耳朵	kb_verified	兽耳	四只耳朵|Four ears|0.5|kb ; 双耳|Both ears|0.5|kbmt ; 兽耳|Animal ears|0.5|mt ; 四声道|4-channel|0.0|wiki	
130	buruma	女式灯笼裤	kb	轮舞	女式灯笼裤|Women's lantern pants|0.0|kb ; 布鲁玛|Bruma|0.0|wiki ; 日式体操短裤|Japanese gymnastics shorts|0.0|wiki ; 轮舞|Wheel dance|0.0|mt ; 跑步三角裤|Running briefs|0.0|kbmt	
129	striped bikini	条纹比基尼	kb_verified	条纹比基尼	条纹比基尼|Striped bikini|1.0|kb	
129	short hair with long locks	长发短发	wiki_verified	短发长流苏	长发短发|Long hair, short hair|0.857|kbmt ; 短发长流苏|Short hair with long tassels|0.75|mt ; 扎起或卷起一部分长发|Tie or roll up a part of the long hair|0.364|kb	DEVIATES_FROM_PACK
129	large areolae	大乳晕	kb_verified	巨大的乳晕	大乳晕|Large areola|0.5|kb ; 巨大的乳晕|Enormous areolae|0.5|mt ; 巨乳轮|Enormous nipple ring|0.0|wiki ; 爆乳轮|Big Breasts Wheel|0.0|wiki	
129	cum in ass	肛门内射	kb	肛门射精	肛门内射|Anal ejaculation|0.0|kb ; 肛门|anus|0.0|kbmt ; 肛门射精|Anal ejaculation|0.0|mt ; 精液在肛门|Semen in the anus|0.0|kbmt	
128	prone bone	俯卧后入	kb	俯卧骨骼	俯卧骨|Supine bone|0.5|kbmt ; 俯卧后入|Lie face down and enter|0.0|kb ; 俯卧骨骼|Supine skeleton|0.0|mt	
128	high ponytail	高马尾	kb_verified	高马尾	高马尾|High ponytail|1.0|kb ; 高马尾辫|High ponytail|1.0|kbmt	
128	bodysuit	连体紧身衣	kb_verified	连体衣	连体紧身衣|One-piece bodysuit|0.667|kb ; 紧身衣|Lycra suit|0.0|kbmt ; 连体衣|one-piece dress|0.0|mt	
128	blue halo	蓝色光环	mt_verified	蓝色光环	蓝色光环|Blue Halo|1.0|mt ; 蓝色光晕|Blue halo|1.0|kbmt	NO_PACK
126	hug	拥抱	kb_verified	拥抱	拥抱|hug|1.0|kb ; 抱拥|Hug|1.0|wiki ; 拥抱拥抱|Hug hug|1.0|kbmt	
126	flying sweatdrops	飞扬的汗珠	kb	飞落的汗珠	飞扬的汗珠|Flying sweat drops|0.4|kb ; 飞行的汗珠|Flying sweat drops|0.4|kbmt ; 飞汗|Sweating profusely|0.0|wiki ; 飞落的汗珠|Drops of sweat falling|0.0|mt	
126	facial mark	脸部有图案	kb	面部特征	面部标记|Facial markers|0.5|kbmt ; 面部特征|Facial features|0.5|mt ; 脸部有图案|Patterns on the face|0.0|kb	
125	red collar	红色颈圈	kb_verified	红色领子	红色颈圈|Red collar|1.0|kb ; 红色领子|Red collar|1.0|mt ; 红领|Red Scarf|0.5|kbmt	
125	print bikini	印花比基尼	kb_verified	印花比基尼	印花比基尼|Printed bikini|1.0|kb	
125	bikini bottom aside	比基尼泳裤放在一边	wiki_verified	忽略比基尼下装部分	比基尼泳裤放在一边|Put the bikini bottoms aside|0.857|kbmt ; 忽略比基尼下装部分|Ignore the bikini bottom part|0.571|mt ; 比基尼下装侧拉|Side pull for bikini bottom|0.5|wiki	NO_PACK
125	assertive female	自信的女性	kb	强势女性	断言的|assertive|0.667|kbmt ; 女性优位|Female superiority|0.5|wiki ; 自信的女性|Confident women|0.0|kb ; 女性上位|Woman on top|0.0|wiki ; 强势女性|Strong-willed woman|0.0|mt	
124	silver hair	银发	kb_verified	银发	银发|Silver hair|1.0|kb	
124	penis on face	阴茎贴着脸	kb_verified	阴茎贴脸	阴茎放脸上|Penis on face|1.0|wiki ; 阴茎在脸上|Penis on face|1.0|kbmt ; 阴茎贴脸|Penis against face|0.8|mt ; 阴茎贴着脸|The penis is pressed against the face|0.667|kb	
123	pantyhose pull	褪下的裤袜	kb	拉扯连裤袜	拉扯连裤袜|Pulling up pantyhose|0.8|mt ; 褪下的裤袜|Removed stockings|0.0|kb ; 裤袜半脱|Socks half-off|0.0|wiki ; 连裤袜|stockings|0.0|kbmt ; 连裤袜拉|Stocking puller|0.0|kbmt	PACK_UNVERIFIED_RIVAL
123	against wall	压在墙上	kb_verified	靠墙站立	靠墙|Against the wall|1.0|kbmt ; 压在墙上|Pressed against the wall|0.8|kb ; 靠在墙上|Leaning against the wall|0.8|wiki ; 靠墙站立|Stand against the wall|0.8|mt	
122	fish tail	鱼尾巴	kb_verified	鱼尾	鱼尾巴|Fish tail|1.0|kb ; 鱼尾|fish tail|1.0|kbmt	
