count	axis	en	ja_current	via	mt_ja	alts	candidates	flags
75	general	white leotard	白レオタード	wiki_verified	白いレオタード	白レオタード	白レオタード(wiki)|白のレオタード(tagpair)|白いレオタード(tagpair)|白バニー(wiki)	
75	general	low ponytail	ローポニーテール	wiki_verified	低いポニーテール	ローポニーテール|ミドルポニーテール|アンダーポニーテール|長馬尾	ローポニーテール(wiki)|低いポニーテール(mt)|ミドルポニーテール(wiki)|おさげ(wiki)	
75	general	shared bathing	共同入浴	mt_verified	共同入浴		共同入浴(tagpair)|共有入浴(tagpair)	han-outside-inventory
75	general	crying with eyes open	目を開けたまま泣く	mt_verified	目を開けたまま泣く		目を開けたまま泣く(mt)|涙目(tagpair)|涙を流す目(tagpair)	
75	general	after fellatio	フェラチオの後	mt_unverified	フェラチオの後		フェラチオ後(tagpair)|フェラチオの後(mt)|口交之后(wiki)	mt_unverified
75	general	recording	録画	mt_verified	録画		録画(mt)	
75	general	eye contact	アイコンタクト	mt_verified	アイコンタクト	眼神交流|眼神接触	アイコンタクト(mt)|眼神交流(wiki)|眼神接触(wiki)|見つめ合う(wiki)	
74	general	shoulder blades	肩甲骨	mt_unverified	肩甲骨		肩甲骨(tagpair)	han-outside-inventory;mt_unverified
74	general	sunlight	日光	mt_verified	日光		日光(wiki)	
74	general	bikini under clothes	服の下にビキニ	wiki_verified	ビキニの下着	服の下にビキニ|水着ワイシャツ|Tシャツ+水着	服の下にビキニ(wiki)|服の下に水着(wiki)|ビキニの下着(mt)|水着ワイシャツ(wiki)	
74	general	patreon logo	Patreonのロゴ	mt_verified	Patreonのロゴ		Patreonのロゴ(mt)|パトレオン(tagpair)	
74	general	food-themed hair ornament	食べ物モチーフの髪飾り	tagpair_verified	食べ物柄の髪飾り		食べ物モチーフの髪飾り(tagpair)|食べ物柄の髪飾り(mt)|食べ物ヘアアクセサリー(tagpair)	
74	general	furry	毛深い	mt_unverified	毛深い	ケモノ|けもの|巨ケモ|メスケモ	ケモ(wiki)|ケモノ(wiki)|けもの(wiki)|毛深い(mt)|獣人(tagpair)	mt_unverified
73	general	innertube	インナーチューブ	mt_unverified	インナーチューブ	うきわ|浮輪	浮き輪(wiki)|うきわ(wiki)|インナーチューブ(mt)|浮輪(wiki)	mt_unverified
73	character	m200 (girls' frontline)	M200(ドールズフロントライン)	wiki		M200(少女前線)		
73	general	pussyjob	オナニー奉仕	mt_unverified	オナニー奉仕	素股	股コキ(wiki)|オナニー奉仕(mt)|素股(wiki)	mt_unverified
73	general	tiptoes	爪先立ち	wiki_verified	つま先立ち	つま先立ち	爪先立ち(wiki)|つま先立ち(wiki)	
73	general	side braid	横分けの三つ編み	mt_unverified	横分けの三つ編み		サイドポニー(tagpair)|サイドポニーテール(tagpair)|横分けの三つ編み(mt)	mt_unverified
73	general	height difference	身長差	mt_verified	身長差	逆体格差|身高差距	身長差(wiki)|逆体格差(wiki)	
72	general	functionally nude	実質的な裸体	mt_unverified	実質的な裸体		実質的な裸体(mt)	mt_unverified
72	general	dolphin shorts	ドルフィンショーツ	mt_verified	ドルフィンショーツ		ドルフィンショーツ(mt)|ドルフィンパンツ(wiki)	
72	general	lamp	ランプ	mt_verified	ランプ	台灯|落地台灯	ランプ(wiki)|台灯(wiki)|落地台灯(wiki)	
72	general	transparent background	透明な背景	mt_verified	透明な背景	背景が透明|透明背景|透過PNG	透明な背景(wiki)|背景が透明(wiki)|透明背景(wiki)	
72	general	wing collar	ウイングカラー	tagpair_verified	翼のようなカラー		ウイングカラー(tagpair)|ウイングカラーシャツ(tagpair)|翼のようなカラー(mt)	
72	general	striped bow	ストライプのリボン	mt_unverified	ストライプのリボン		ストライプボウ(tagpair)|ストライプリボン(tagpair)|ストライプのリボン(mt)	mt_unverified
72	character	sonoda chiyoko	園田智代子	wiki_han				
72	general	copyright name	著作権名	mt_verified	著作権名	著作	著作権名(mt)|タイトル回収(wiki)|著作(wiki)	han-outside-inventory
72	general	twin drills	ツインドリル	wiki_verified	双子ドリル	ドリルツイン|ドリルツインテール	ツインドリル(wiki)|ドリルツイン(wiki)|双子ドリル(mt)|ドリルツインテール(wiki)	
72	general	wading	水をかき分けて進む	mt_unverified	水をかき分けて進む	涉水	水遊び(wiki)|水をかき分けて進む(mt)	mt_unverified
72	general	crown	王冠	mt_verified	王冠		王冠(wiki)	han-outside-inventory
72	general	pink ribbon	ピンクのリボン	mt_verified	ピンクのリボン		ピンクのリボン(tagpair)|ピンク色のリボン(tagpair)	
72	general	leotard aside	レオタードを除く	mt_unverified	レオタードを除く		レオタードを除く(mt)|股布ずらし(wiki)	mt_unverified
71	general	sports bra	スポーツブラ	mt_verified	スポーツブラ	スポーツブラ	スポーツブラ(wiki)|スポブラ(wiki)	
71	general	obi	帯	mt_unverified	帯		帯(wiki)	mt_unverified
71	general	naked shirt	裸シャツ	wiki_verified	ノースリーブシャツ	裸Yシャツ|裸Tシャツ|裸ワイシャツ|下着ワイシャツ	裸シャツ(wiki)|裸ワイシャツ(tagpair)|裸Yシャツ(wiki)|ノースリーブシャツ(mt)|裸Tシャツ(wiki)	
71	general	covered nipples	隠された乳首	mt_unverified	隠された乳首	透け乳首|浮き乳首|浮き浮き乳首|勃起乳首	浮き乳首(wiki)|透け乳首(wiki)|胸ポチ(wiki)|隠された乳首(mt)	mt_unverified
71	general	spoken question mark	疑問符	tagpair_verified	話し言葉の疑問符		疑問符(tagpair)|疑問符の音(tagpair)|話し言葉の疑問符(mt)	han-outside-inventory
71	general	implied sex	性的暗示	mt_unverified	性的暗示		これ絶対入ってるよね(wiki)|性的暗示(mt)	han-outside-inventory;mt_unverified
71	general	straddling paizuri	跨がったパイズリ	mt_unverified	跨がったパイズリ		跨がったパイズリ(mt)|馬乗りパイズリ(wiki)	mt_unverified
71	general	foreskin	包皮	mt_unverified	包皮	仮性包茎	包皮(wiki)|仮性包茎(wiki)	han-outside-inventory;mt_unverified
71	general	mother and son	母と息子	mt_verified	母と息子	母子|親子|母子相姦	母と息子(wiki)|母子相姦(tagpair)|母子(wiki)|親子(wiki)	
71	general	fertilization	受精	mt_verified	受精		受精(wiki)	
70	general	light smile	かすかな笑み	mt_unverified	かすかな笑み	微笑む|微笑	微笑み(wiki)|微笑む(wiki)|微笑(wiki)|軽い微笑み(tagpair)|かすかな笑み(mt)	mt_unverified
70	general	hair behind ear	耳の後ろで髪を結ぶ	tagpair_verified	耳の後ろの髪		耳の後ろで髪を結ぶ(tagpair)|耳の後ろで髪を結ぶキャラクター(tagpair)|耳の後ろの髪(mt)	
70	general	hood down	フードを下げる	mt_unverified	フードを下げる		フードダウン(tagpair)|フードを外す(tagpair)|フードを下げる(mt)	mt_unverified
70	general	feathers	羽	mt_verified	羽	羽毛|羽根|正羽|綿羽	羽(wiki)|羽毛(wiki)|羽根(wiki)	
69	general	stuffed animal	クッションキャラクター	mt_unverified	クッションキャラクター		クッションキャラクター(mt)	mt_unverified
69	general	pom pom (cheerleading)	ポンポン（チアリーディング）	mt_verified	ポンポン（チアリーディング）		ポンポン（チアリーディング）(mt)|ポンポン(wiki)|チアポンポン(tagpair)	sentence-like
69	general	low wings	低い翼	mt_verified	低い翼		低い翼(mt)|腰羽(wiki)	
69	character	yuigahama yui's mother	ガハママ	wiki		結衣の母|由比ヶ浜マ|由比ヶ浜ママ		
69	general	scar	傷跡	mt_verified	傷跡	傷跡	傷跡(wiki)|傷(wiki)	
69	general	headband	ヘッドバンド	wiki_verified	ヘアバンド	鉢巻	ヘッドバンド(wiki)|鉢巻(wiki)|ヘアバンド(mt)	
69	general	thigh grab	ニーハイを掴む	mt_unverified	ニーハイを掴む		太もも掴み(tagpair)|ニーハイを掴む(mt)	mt_unverified
69	general	oppai loli	巨乳ロリ	mt_unverified	巨乳ロリ	ロリ爆乳|ロリ超乳|ガキ巨乳|トランジスタグラマー	ロリ巨乳(wiki)|ロリ爆乳(wiki)|ロリ超乳(wiki)|巨乳ロリ(mt)	injected-word;mt_unverified
68	general	coat	コート	mt_verified	コート	下着コート|水着コート|外套	コート(wiki)|水着コート(wiki)|下着コート(wiki)	
68	general	out of frame	フレームアウト	tagpair_verified	フレーム外		フレームアウト(tagpair)|見切れ(wiki)|フレーム外(tagpair)	
68	general	animal ear hairband	動物耳ヘアバンド	tagpair_verified	動物耳のヘアバンド		動物耳ヘアバンド(tagpair)|動物耳のヘアバンド(mt)	
68	general	mirror	鏡	mt_verified	鏡	すがたみ|鏡|姿見	鏡(wiki)|かがみ(wiki)|すがたみ(wiki)	
68	copyright	lycoris recoil	リコリコ	wiki		リコリスリコイル|リコリス・リコイル		
68	general	just the tip	先端だけ	mt_unverified	先端だけ		先っちょ入れ(wiki)|先端だけ(mt)|挿入前の状態(tagpair)|挿入前(tagpair)	mt_unverified
68	general	4boys	4人の男の子	mt_unverified	4人の男の子		4人の男性キャラクター(tagpair)|4人の男の子(mt)|4人男子(tagpair)	mt_unverified
68	general	femdom	女性支配	mt_unverified	女性支配	逆レイプ|逆リョナ|ドMホイホイ|女性上位	女攻め(wiki)|逆レイプ(wiki)|逆リョナ(wiki)|女性支配(mt)|女性上位(tagpair)	mt_unverified
67	general	leaning back	のけぞる	wiki_verified	もたれかかる	仰け反る|のけ反る|后曲	のけぞる(wiki)|仰け反る(wiki)|のけ反る(wiki)|もたれかかる(mt)	
67	general	symbol in eye	目のシンボル	mt_verified	目のシンボル		目のシンボル(mt)|目の中の記号(tagpair)|目の中のシンボル(tagpair)	
67	general	arm held back	腕を後ろに引いた状態	mt_unverified	腕を後ろに引いた状態		腕を引き戻す(tagpair)|腕を後ろに引いた状態(mt)|腕を引き戻される(tagpair)	mt_unverified
67	general	shorts pull	ショートパンツ引き上げ	tagpair_verified	ショートパンツの引き下げ		ショートパンツ引き上げ(tagpair)|ショートパンツの引き下げ(mt)	
67	general	legs apart	脚を広げる	mt_unverified	脚を広げる		脚を広げる(mt)	mt_unverified
67	general	ass visible through thighs	ニーハイから見えるお尻	mt_unverified	ニーハイから見えるお尻		ニーハイから見えるお尻(mt)|前から見えるお尻(wiki)	morpheme-family;mt_unverified
67	general	dragon girl	ドラゴン娘	mt_verified	ドラゴン娘	けもりぅ|ドラゴン娘|竜娘|龍娘	ドラゴン娘(wiki)|竜娘(tagpair)|龍娘(tagpair)|メスドラ(wiki)|けもりぅ(wiki)	
67	character	fujiwara chika	藤原千花	wikidata		藤原書記		
67	general	pajamas	パジャマ	mt_verified	パジャマ	睡衣	パジャマ(wiki)|睡衣(wiki)	
67	general	brown skirt	茶色のスカート	tagpair_verified	茶色いスカート		茶色のスカート(tagpair)|ブラウンのスカート(tagpair)|茶色いスカート(mt)	
67	general	pom pom hair ornament	ポンポンの髪飾り	mt_unverified	ポンポンの髪飾り		ポンポン髪飾り(tagpair)|ポンポンヘアアクセサリー(tagpair)|ポンポンの髪飾り(mt)	mt_unverified
67	character	hu tao (genshin impact)	フータオ	wiki		胡桃|胡桃(原神)		
66	general	number tattoo	数字の刺青	tagpair_verified	数字のタトゥー		数字の刺青(tagpair)|数字のタトゥー(tagpair)	
66	general	covering own mouth	口隠し	wiki_verified	口を覆う		口隠し(wiki)|口を覆う(mt)	
66	general	black bowtie	黒い蝶ネクタイ	mt_unverified	黒い蝶ネクタイ		黒の蝶ネクタイ(tagpair)|黒の蝶タイ(tagpair)|黒い蝶ネクタイ(mt)	mt_unverified
66	general	red panties	赤パンティ	tagpair_verified	赤いパンティー		赤パンティ(tagpair)|赤いパンティー(mt)|赤い下着(tagpair)	
66	general	palm tree	ヤシの木	mt_verified	ヤシの木	椰子の木|やしの木|椰子	ヤシの木(wiki)|やしの木(wiki)|椰子の木(wiki)	
66	general	;d	;d	mt_verified	;d		;d(mt)|ウインク(tagpair)|ウインク笑顔(tagpair)	
66	general	sparkle	キラキラ	mt_unverified	キラキラ		キラキラ(wiki)	mt_unverified
66	general	asymmetrical bangs	非対称な前髪	mt_unverified	非対称な前髪		非対称の前髪(tagpair)|アシンメトリー前髪(tagpair)|非対称な前髪(mt)	mt_unverified
66	general	muscular male	筋肉質な男性	mt_unverified	筋肉質な男性	筋肉|筋肉男|筋肉質|肌肉男	ガチムチ(wiki)|筋肉質(tagpair)|筋肉質な男性(mt)|筋肉男(wiki)|筋肉(wiki)	mt_unverified
65	general	abs	お尻	mt_unverified	お尻	腹筋|腹肌|腹直筋	魅惑の腹筋(wiki)|お尻(mt)|腹筋(wiki)|腹肌(wiki)|腹直筋(tagpair)	morpheme-family;mt_unverified
65	general	dog girl	いぬ娘	wiki_verified	犬娘	犬娘|犬系女子	いぬ娘(wiki)|犬娘(wiki)|犬系女子(wiki)	
65	general	dog tail	犬しっぽ	wiki_verified	犬の尾	いぬしっぽ	犬しっぽ(wiki)|いぬしっぽ(wiki)|犬の尾(tagpair)|犬のしっぽ(tagpair)	
65	general	child	子供	mt_verified	子供	子供|幼児|女児|少年	子供(wiki)|幼女(wiki)|幼児(wiki)|男児(tagpair)	
65	general	pubic hair peek	陰毛が見える	mt_unverified	陰毛が見える		陰毛が見える(mt)|ハミ毛(wiki)	mt_unverified
65	general	spread anus	肛門を広げる	mt_verified	肛門を広げる	ぽっかりアナル|アナルの造詣が深い	肛門を広げる(mt)|ぽっかりアナル(wiki)|アナルくぱぁ(wiki)|アナルの造詣が深い(wiki)	
65	general	:<=	:<=	mt_unverified	:<=		:<=(mt)	mt_unverified
64	general	fruit	フルーツ	wiki_verified	果物	くだもの|果物|水果	フルーツ(wiki)|くだもの(wiki)|果物(wiki)	
64	general	lace-trimmed bra	レース縁取りのブラ	tagpair_verified	レース付きブラジャー		レース縁取りのブラ(tagpair)|レース付きブラジャー(mt)|レース縁取りのブラジャー(tagpair)	
64	general	lanyard	ストラップ	mt_unverified	ストラップ		ネックストラップ(wiki)|ストラップ(mt)	mt_unverified
64	general	wolf girl	狼娘	wiki_verified	狼女の子1人	狼女	狼娘(wiki)|狼女の子1人(mt)|狼女(wiki)	
64	character	nakano nino	中野二乃	wikidata				
64	general	pillow grab	掴みピロー	wiki_verified	枕を掴む		掴みピロー(wiki)|枕を掴む(mt)	
64	general	bisexual female	両性愛の女性	mt_unverified	両性愛の女性		バイセクシャル(tagpair)|バイセクシャル女性(tagpair)|両性愛の女性(mt)	mt_unverified
64	general	paw pose	パウポーズ	mt_unverified	パウポーズ	犬ポーズ	猫ポーズ(wiki)|犬ポーズ(wiki)|手招き(tagpair)|パウポーズ(mt)	mt_unverified
64	general	gag	ギャグ	mt_unverified	ギャグ		口枷(tagpair)|ギャグ(mt)|口塞(wiki)	mt_unverified
64	general	fanbox username	ファンボックスのユーザー名	mt_verified	ファンボックスのユーザー名		ファンボックスのユーザー名(mt)|ファンボックス(tagpair)|ファンボックスリンク(tagpair)	sentence-like
64	general	purple bow	紫色のボウ	tagpair_verified	紫色のリボン		紫色のボウ(tagpair)|紫色のリボン(mt)|紫色の髪飾り(tagpair)	
